t,cpu_pct,mem_pct,accel_raw
208.72,2.586206896551724,14.433420621130173,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
209.87,2.5210084033613445,14.441129683561343,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
211.02,1.7241379310344827,14.427595996182179,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
212.17,3.3057851239669422,14.433763246127114,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
213.32,2.542372881355932,14.441423362130148,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
214.48,5.0,14.408922933848903,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
215.63,2.5210084033613445,14.407527960647071,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
216.78,2.5641025641025643,14.412153398105774,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
217.93,3.361344537815126,14.390935121509507,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
219.08,3.3333333333333335,14.398644183940677,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
220.23,0.8547008547008547,14.40772374635961,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
221.39,5.785123966942149,14.405986148160839,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
222.54,3.3333333333333335,14.402878049974303,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
223.69,4.918032786885246,14.402878049974303,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
224.84,4.166666666666667,14.401336237488069,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
225.99,4.166666666666667,14.380558478745014,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
227.14,2.586206896551724,14.366780059225178,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
228.3,2.5210084033613445,14.37140549668388,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
229.45,1.7241379310344827,14.37752380020068,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
230.6,5.785123966942149,14.384914710848976,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
231.75,12.931034482758621,14.48253836176305,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
232.9,5.982905982905983,14.479723942145322,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
234.05,3.3333333333333335,14.488436406353246,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
235.21,2.5210084033613445,14.481118915347153,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
236.36,4.098360655737705,14.469910183304373,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
237.51,1.680672268907563,14.468417317246274,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
238.66,18.64406779661017,14.552042289713908,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
239.81,1.7857142857142858,14.49802990626759,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
240.96,7.5,14.503854531215584,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
242.11,1.694915254237288,14.503487433004576,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
243.27,13.043478260869565,14.457208585203494,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
244.42,10.743801652892563,14.607816744573064,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
245.57,3.361344537815126,14.52979613812682,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
246.72,2.5,14.54144538802281,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
